REDCODE;ESCOLARIDAD_0;ESCOLARIDAD_1;ESCOLARIDAD_2;ESCOLARIDAD_3;ESCOLARIDAD_4;ESCOLARIDAD_5;ESCOLARIDAD_6;ESCOLARIDAD_7;ESCOLARIDAD_8;ESCOLARIDAD_9;ESCOLARIDAD_10;ESCOLARIDAD_11;ESCOLARIDAD_12;ESCOLARIDAD_13;ESCOLARIDAD_14;ESCOLARIDAD_15;ESCOLARIDAD_16;ESCOLARIDAD_17;ESCOLARIDAD_18;ESCOLARIDAD_19;ESCOLARIDAD_20;ESCOLARIDAD_21;Total
13105091002;80;20;28;64;68;43;180;56;204;96;174;155;1221;58;191;220;173;330;1;20;2;3;3387
13105091003;64;20;46;95;86;68;203;81;276;113;210;99;1030;41;87;108;40;105;1;5;0;0;2778
13105091004;82;7;21;36;39;41;115;43;152;83;135;74;657;33;81;90;45;143;1;9;4;1;1892
13105101001;118;33;50;88;137;97;163;126;422;144;251;112;910;29;61;54;32;56;1;1;0;0;2885
13105101002;131;30;60;107;135;148;224;136;533;190;313;158;1142;22;87;72;48;57;0;1;0;0;3594
13105101003;79;23;58;81;123;107;153;142;466;203;278;163;981;28;62;58;25;36;1;1;0;1;3069
13105991999;0;0;0;0;1;1;2;1;4;2;2;3;14;0;1;4;0;10;0;0;1;1;47
13106011001;45;10;19;25;32;26;67;30;103;48;78;60;364;21;34;43;40;75;3;7;0;2;1132
13106021001;16;4;4;7;14;14;60;21;82;42;76;41;412;21;52;70;44;69;1;4;0;1;1055
13106021002;34;12;14;29;28;19;68;47;132;74;91;58;288;17;26;44;26;35;1;2;1;0;1046
13106031001;60;26;33;63;71;53;115;59;245;89;143;85;535;24;39;45;42;29;0;2;0;0;1758
13106031002;87;16;30;44;63;46;96;44;168;59;108;62;397;2;39;23;16;35;1;2;0;0;1338
13106031003;64;19;29;45;64;55;114;52;219;81;147;67;519;17;47;41;26;35;0;2;0;0;1643
13106041001;137;35;69;115;150;93;244;127;468;149;275;197;1064;52;118;103;61;100;0;8;1;0;3566
13106041002;124;51;83;98;118;127;240;139;503;174;326;237;1027;37;92;76;53;89;0;9;0;0;3603
13106051001;69;19;15;29;35;38;99;47;171;78;164;154;719;29;78;94;40;71;1;5;1;0;1956
13106051002;40;8;23;40;56;30;68;39;149;57;106;50;373;11;37;42;21;44;0;8;1;0;1203
13106051003;63;17;23;39;59;37;94;87;227;75;146;91;469;10;60;47;40;43;0;0;0;0;1627
13106061001;11;7;9;17;30;8;73;11;74;36;74;47;445;22;77;71;46;98;1;10;0;0;1167
13106061002;67;15;28;40;62;45;180;80;239;92;183;124;1234;29;151;146;153;198;2;17;2;2;3089
13106061003;47;17;26;47;54;19;191;46;197;89;139;100;775;41;137;116;108;190;3;8;1;3;2354
13106061004;29;6;12;29;43;26;89;19;106;48;66;33;365;10;42;35;31;54;0;2;0;0;1045
13106071001;22;4;14;30;40;29;115;31;104;51;119;64;672;31;101;109;100;161;1;14;0;1;1813
13106071002;59;25;26;64;57;49;137;55;320;142;203;174;1077;51;124;129;67;109;0;9;4;2;2883
13106071003;123;32;73;134;156;101;257;113;407;146;236;159;1142;42;101;101;50;102;4;6;0;2;3487
13106081001;22;7;9;23;49;23;40;25;96;44;98;64;629;50;110;118;107;252;2;31;3;4;1806
13106081002;12;5;6;28;27;19;88;17;80;48;97;60;497;32;119;126;104;209;0;23;0;2;1599
13106081003;34;23;25;37;39;24;89;22;111;49;122;70;771;41;143;226;266;600;7;71;6;4;2780
13106081004;16;2;10;19;28;12;39;14;71;28;76;49;563;27;115;93;124;203;1;18;0;5;1513
13106081005;17;3;5;11;11;16;53;20;60;37;101;65;641;77;234;316;339;907;20;129;20;24;3106
13106081006;2;1;1;2;3;3;11;5;10;14;18;9;463;27;233;93;84;156;3;18;5;3;1164
13106091001;38;9;16;16;28;27;92;35;115;71;130;75;629;40;137;132;90;187;0;16;1;4;1888
13106091002;34;10;14;30;40;22;110;38;100;47;142;75;620;34;99;111;98;213;3;18;3;4;1865
13106101001;14;1;14;21;30;19;64;23;90;55;127;86;757;53;221;213;233;491;6;52;7;2;2579
13106101002;20;7;7;11;14;13;48;23;68;30;65;62;588;49;149;213;177;427;15;47;5;7;2045
13106101003;20;22;31;38;72;38;122;48;147;71;169;138;972;61;186;294;196;550;5;45;10;0;3235
13106101004;31;8;28;32;60;22;120;37;153;66;150;117;1123;63;223;258;231;410;1;43;7;8;3191
13106101005;16;4;12;12;20;22;42;6;66;25;44;51;582;66;205;244;180;470;5;37;2;6;2117
13106111001;15;8;12;20;32;20;53;25;86;53;76;34;315;17;45;61;29;51;3;7;1;0;963
13106111002;8;4;5;12;8;5;51;15;63;38;75;55;558;68;201;285;154;433;3;40;6;1;2088
13106111003;41;10;29;36;55;34;116;39;176;67;101;77;543;38;95;116;78;131;5;14;0;2;1803
13106111004;22;1;15;30;31;28;85;32;140;56;150;76;631;49;88;133;88;187;3;26;7;5;1883
13106121001;27;5;10;15;21;9;70;15;78;71;149;83;764;59;176;200;159;366;4;36;5;8;2330
13106121002;22;3;11;19;26;24;58;34;96;46;117;77;627;56;139;182;106;189;6;24;4;11;1877
13106131001;28;2;4;14;14;9;34;11;53;20;48;51;469;33;88;144;81;206;1;16;0;3;1329
13106131002;27;12;26;31;37;39;103;35;152;69;148;100;886;59;148;321;161;591;9;30;9;11;3004
13106131003;59;29;49;43;62;59;143;66;216;127;200;183;1128;46;109;160;71;138;4;12;0;2;2906
13106131004;13;10;14;12;15;24;38;17;47;31;47;45;265;17;52;96;49;128;2;10;3;5;940
13106141001;52;25;45;81;94;65;227;84;297;120;228;129;1061;48;98;124;77;137;3;3;1;1;3000
13106141002;116;23;58;89;147;95;244;90;348;145;233;134;1019;56;108;75;65;84;1;8;1;0;3139
13106991999;3;1;1;3;0;3;5;1;14;5;5;5;43;1;8;6;1;4;0;2;0;0;111
13107011001;32;14;19;38;46;31;84;28;149;56;109;83;751;44;112;119;98;168;0;12;1;1;1995
13107011002;27;4;10;15;33;19;92;30;139;65;171;81;785;54;180;175;124;255;8;14;1;0;2282
13107011003;8;1;2;4;8;4;36;8;32;17;49;16;378;60;207;223;311;1353;45;294;29;34;3119
13107011004;55;4;12;24;18;18;82;30;194;84;157;106;1009;53;198;171;181;515;3;39;5;3;2961
13107011005;35;1;6;13;22;11;38;14;74;26;66;51;686;51;198;279;367;1052;19;176;6;13;3204
13107011006;29;11;26;35;57;21;84;28;125;46;100;60;618;45;161;194;272;918;24;184;14;9;3061
13107011007;16;3;3;3;22;9;21;6;18;14;56;26;282;32;167;222;280;1072;21;187;19;32;2511
13107011008;9;5;4;8;10;9;33;8;48;23;59;41;475;52;210;246;442;1570;31;416;26;46;3771
13107011009;49;11;33;74;92;51;228;85;293;110;210;111;1276;39;161;96;66;153;0;7;1;6;3152
13107011010;20;4;2;9;6;8;35;8;58;16;69;39;431;62;252;246;414;1535;43;331;15;32;3635
13107021001;68;16;34;76;96;68;141;68;219;88;137;93;669;9;43;35;14;28;0;1;0;1;1904
13107021002;118;47;76;120;153;101;241;110;364;149;203;136;943;32;80;69;38;59;0;1;0;0;3040
13107021003;144;42;98;142;172;118;311;133;452;221;319;177;1452;51;109;77;56;74;1;4;0;3;4156
13107022001;2;1;0;1;1;1;3;1;7;2;3;2;9;0;1;0;0;0;0;0;0;0;34
13107031001;84;30;57;91;94;78;181;92;260;98;195;93;716;12;46;38;22;36;0;0;0;1;2224
13107031002;103;31;64;108;131;118;274;122;431;149;248;124;1096;36;82;48;50;53;0;1;0;0;3269
13107031003;0;0;1;0;0;0;2;1;6;0;5;3;14;0;4;4;9;55;0;6;1;2;113
13107032901;1;0;0;1;2;1;1;1;4;2;1;2;5;1;0;0;0;0;0;0;0;0;22
13107041001;64;27;50;83;103;71;175;88;262;123;159;94;796;20;62;46;33;66;0;2;0;0;2324
13107041002;60;18;39;59;54;36;119;54;216;70;137;70;630;31;72;72;32;79;1;5;0;2;1856
13107041003;178;32;68;110;167;106;265;134;460;140;271;147;1243;42;88;67;44;103;1;5;0;0;3671
13107051001;5;2;3;7;6;4;7;3;22;13;29;14;189;36;109;136;279;1053;43;286;19;39;2304
13107061001;75;35;40;87;122;82;216;104;330;119;210;116;962;23;71;68;38;56;1;9;0;2;2766
13107991999;0;0;0;0;0;0;3;1;3;1;1;2;5;0;0;0;0;2;0;1;0;0;19
13108011001;27;8;11;12;24;27;91;29;143;77;147;105;840;41;135;131;83;151;3;12;3;2;2102
13108011002;17;3;15;21;30;16;61;30;84;53;117;83;625;35;111;124;55;145;1;13;1;0;1640
13108011003;73;16;30;38;37;60;147;33;165;75;155;243;1485;70;181;290;133;445;3;28;9;7;3723
13108011004;27;7;14;27;30;45;113;20;95;64;149;157;1212;73;213;279;194;381;3;20;3;9;3135
13108011005;166;16;19;50;61;83;158;38;135;68;186;175;1584;93;252;315;152;325;1;22;2;6;3907
13108021001;43;4;9;20;39;13;76;26;106;82;106;73;656;28;109;114;71;217;3;16;1;0;1812
13108021002;21;3;5;15;20;20;75;25;100;56;137;70;697;41;140;92;80;184;1;15;0;2;1799
13108021003;22;17;23;32;30;24;94;33;140;74;187;92;965;37;149;149;74;163;1;6;0;0;2312
13108021004;29;9;9;14;27;26;87;49;117;57;155;97;1031;74;249;279;153;548;2;43;2;5;3062
13108021005;20;6;17;22;26;27;116;24;117;66;136;85;807;53;114;209;122;219;2;19;1;2;2210
13108031001;23;12;16;23;31;18;120;27;111;45;87;57;519;31;79;109;62;184;4;9;2;2;1571
13108031002;47;1;15;26;38;31;106;47;159;58;129;92;734;35;107;123;73;134;3;18;2;3;1981
13108031003;30;9;22;29;34;24;152;40;161;76;177;87;846;38;126;141;74;183;1;18;4;1;2273
13108031004;44;6;10;23;43;31;109;44;164;78;109;96;636;29;80;95;42;111;3;4;0;1;1758
13108031005;54;12;23;52;70;70;167;87;285;152;195;157;1063;64;121;140;81;111;3;11;2;3;2923
13108041001;21;2;9;8;13;8;55;22;50;34;63;64;474;25;80;80;69;163;1;11;0;5;1257
13108041002;64;6;9;16;21;22;92;32;117;76;163;104;1158;98;293;326;285;722;5;57;9;11;3686
13108051001;35;8;11;12;15;10;53;19;66;39;61;66;437;13;64;97;49;76;2;6;0;1;1140
13108051002;9;1;2;4;12;12;49;12;39;33;60;50;533;20;72;99;71;180;3;21;1;3;1286
13108051003;40;9;15;18;36;24;114;33;103;62;149;123;1168;85;251;309;246;632;8;46;7;6;3484
13108051004;63;5;8;3;29;7;31;13;43;25;58;39;310;19;59;72;76;167;2;20;1;4;1054
13108051005;67;16;12;23;61;27;119;34;168;57;186;156;1368;107;275;418;241;591;5;50;12;15;4008
13108061001;91;15;20;43;64;46;124;40;165;83;200;125;1144;70;221;195;212;502;7;61;7;18;3453
13108061002;73;13;34;52;40;42;126;39;163;95;184;213;1740;87;312;427;249;748;9;52;10;13;4721
13108071001;46;8;9;12;22;20;53;22;90;37;82;92;754;65;158;210;99;337;6;19;5;5;2151
13108071002;19;2;7;20;20;24;49;15;60;28;72;84;450;15;32;41;19;52;0;9;1;0;1019
13108991999;0;0;1;0;2;0;2;0;7;3;2;1;27;2;4;5;6;12;0;1;1;0;76
13109011001;28;4;6;22;39;18;103;30;139;58;146;71;892;30;138;166;116;247;3;16;3;1;2276
13109011002;63;28;37;51;83;56;178;73;269;109;220;115;1096;47;208;190;161;368;1;34;1;2;3390
13109011003;78;11;17;26;43;36;126;50;162;78;138;79;827;49;174;184;214;368;5;36;5;6;2712
13109011004;25;5;14;14;17;17;59;22;75;35;108;53;787;42;191;205;241;438;4;39;7;3;2401
13109021001;22;3;20;19;40;23;72;23;105;38;100;62;831;41;154;165;103;251;0;14;1;2;2089
13109021002;89;8;8;32;56;27;118;35;137;57;155;81;699;41;138;178;139;366;3;20;7;9;2403
13109021003;39;9;19;36;33;40;99;47;188;58;130;62;711;39;92;94;85;188;1;8;1;0;1979
13109021004;82;7;15;21;42;18;105;37;129;60;133;85;771;51;198;190;153;365;2;33;4;7;2508
13109021005;23;5;5;13;13;9;33;21;81;30;58;42;493;28;128;119;77;125;3;9;0;0;1315
13109031001;41;9;18;33;27;27;160;30;121;69;169;98;974;53;226;234;204;565;10;63;8;9;3148
13109031002;42;16;32;34;56;52;116;35;171;88;166;112;1070;60;268;281;223;551;4;51;9;8;3445
13109031003;77;13;29;53;75;55;183;90;282;107;216;124;1282;60;185;199;146;351;1;39;3;3;3573
13109041001;78;1;12;22;26;17;76;25;77;42;116;82;674;35;163;195;175;514;4;50;3;6;2393
13109041002;89;23;40;42;60;58;147;61;270;111;199;146;920;52;98;124;73;174;1;19;4;0;2711
13109041003;39;5;13;6;18;8;68;16;78;34;93;44;566;40;129;136;129;355;5;46;5;7;1840
13109041004;44;13;20;41;46;34;94;41;174;76;130;81;693;37;73;102;49;93;2;8;3;1;1855
13109051001;106;7;14;23;28;19;56;34;127;62;155;72;1083;64;243;255;223;471;4;47;6;2;3101
13109051002;18;3;13;17;60;24;66;27;131;60;115;70;881;45;160;158;142;273;2;26;4;2;2297
13109051003;51;16;14;45;43;37;110;50;192;81;164;87;838;48;113;143;128;180;1;14;2;0;2357
13109061001;60;13;16;47;55;41;131;32;192;95;192;113;984;31;133;119;110;204;5;13;2;2;2590
13109061002;61;28;45;58;86;59;162;78;241;121;231;118;1237;56;215;242;198;401;6;28;5;7;3683
13109061003;32;4;13;19;20;12;57;25;92;29;86;43;659;38;183;203;165;377;2;44;0;2;2105
13109061004;23;7;11;14;38;10;45;20;55;30;62;36;472;22;114;95;68;197;0;15;1;3;1338
13109991999;9;1;0;2;7;2;14;3;8;12;6;1;58;4;9;10;9;16;0;3;0;0;174
13110011001;17;5;9;6;7;8;46;13;53;32;131;57;650;47;269;283;324;1016;9;90;10;15;3097
13110011002;16;6;9;16;26;11;67;28;89;52;79;54;413;38;117;130;111;307;4;30;5;3;1611
13110011003;49;18;20;62;59;48;156;46;175;97;172;94;884;46;146;138;91;208;4;21;0;2;2536
13110011004;14;5;2;17;18;9;27;10;31;24;40;24;214;8;41;65;47;121;1;6;1;1;726
13110011005;11;2;4;5;3;3;32;8;31;21;63;30;418;30;167;192;250;746;8;84;5;21;2134
13110021001;21;4;14;20;49;20;99;32;119;45;121;65;773;37;123;94;92;171;2;17;2;0;1920
13110021002;30;9;14;26;35;29;86;30;121;41;116;47;579;37;116;143;120;207;5;11;4;1;1807
13110021003;5;6;5;3;8;5;25;7;15;13;26;24;192;11;45;40;33;101;0;3;0;0;567
13110021004;32;1;4;6;4;8;16;7;32;16;32;31;320;22;107;143;117;352;3;34;4;5;1296
13110021005;13;2;25;21;32;12;47;27;97;45;93;51;678;44;91;81;94;128;0;6;1;1;1589
13110021006;39;15;18;24;31;20;85;32;151;56;210;92;1252;78;245;308;287;675;4;57;5;7;3691
13110031001;7;2;2;7;11;9;44;4;29;28;74;38;432;55;194;198;314;642;8;96;20;10;2224
13110031002;15;3;9;20;15;17;70;15;58;41;109;43;504;60;160;180;172;380;9;38;6;10;1934
13110031003;26;3;7;15;17;14;71;22;80;47;142;54;564;53;194;216;178;457;9;51;5;4;2229
13110031004;38;7;12;33;29;22;94;33;125;60;150;71;721;62;206;235;210;454;9;42;2;3;2618
13110031005;14;1;2;5;21;8;51;19;68;30;89;43;514;49;180;196;253;631;9;62;14;15;2274
13110031006;18;1;6;9;29;12;35;20;62;23;98;51;512;50;147;204;183;448;3;44;5;4;1964
13110031007;7;3;2;9;12;5;30;7;48;27;67;41;465;48;127;124;98;240;1;24;3;1;1389
13110041001;29;4;8;27;30;16;88;33;99;57;153;82;777;69;229;260;236;626;13;71;9;22;2938
13110041002;35;3;12;17;26;12;77;14;71;53;108;77;690;73;214;209;237;553;11;72;9;11;2584
13110051001;106;32;57;126;152;114;208;108;323;155;199;147;1066;41;89;114;57;112;0;5;0;0;3211
13110051002;95;33;45;105;106;77;187;72;265;105;147;94;689;26;71;60;47;56;2;3;0;0;2285
13110051003;58;6;16;38;34;29;127;21;116;41;87;57;492;13;63;49;42;74;0;5;1;0;1369
13110051004;74;22;45;72;105;79;148;93;287;116;196;99;989;25;88;58;39;59;0;4;0;1;2599
13110051005;64;8;20;54;52;32;84;39;150;67;92;57;562;24;48;54;45;59;0;3;1;2;1517
13110061001;69;13;35;39;59;35;82;27;137;57;89;56;386;17;22;21;21;24;1;1;0;4;1195
13110061002;91;31;47;87;111;75;188;87;341;117;223;137;1127;54;146;135;105;212;5;9;0;3;3331
13110061003;10;2;6;4;9;6;41;10;42;20;74;40;411;42;156;140;128;413;6;45;7;4;1616
13110061004;12;4;6;7;16;10;45;13;49;42;82;37;522;53;210;272;322;915;20;117;13;18;2785
13110061005;5;1;2;5;7;5;17;12;14;22;54;28;319;38;125;155;200;553;11;71;11;12;1667
13110061006;23;4;11;12;36;14;68;27;78;34;140;44;784;74;293;275;249;621;5;68;3;7;2870
13110061007;76;20;49;66;64;50;131;46;157;73;127;63;579;17;50;55;37;42;1;3;0;0;1706
13110061008;21;7;10;16;20;12;50;28;85;50;118;68;524;43;155;142;137;262;3;21;4;1;1777
13110071001;69;9;36;60;81;64;123;50;215;80;138;85;694;20;77;75;86;181;1;24;3;6;2177
13110071002;20;3;7;3;13;4;27;7;37;19;78;57;481;47;238;309;495;1892;43;358;35;68;4241
13110071003;6;3;2;7;7;6;13;9;27;19;51;31;257;31;105;123;156;510;17;112;13;28;1533
13110071004;14;5;9;18;19;14;47;15;49;23;78;42;574;44;214;235;392;1085;11;150;6;13;3057
13110071005;79;18;38;92;113;82;155;123;415;142;212;146;1097;45;101;63;41;74;2;8;1;3;3050
13110072002;1;0;0;1;0;0;0;0;1;0;1;1;21;1;1;6;8;21;0;4;0;1;68
13110081001;5;1;5;6;31;9;37;8;43;21;73;47;535;65;210;275;287;787;9;87;11;15;2567
13110081002;11;7;11;13;33;13;53;23;88;50;132;57;714;49;208;264;272;585;15;77;6;9;2690
13110081003;31;14;18;46;29;37;67;46;161;57;117;62;627;39;150;179;224;513;8;59;5;15;2504
13110081004;11;4;4;21;12;11;53;23;89;60;84;55;625;60;173;237;173;518;10;67;7;6;2303
13110091001;10;1;2;4;11;8;29;11;51;20;87;46;511;51;158;187;242;481;4;51;4;8;1977
13110091002;11;1;7;7;8;2;34;12;37;24;68;45;530;42;222;204;237;681;5;76;5;10;2268
13110091003;11;0;2;6;9;11;41;8;44;32;51;28;468;49;156;185;165;391;9;32;4;3;1705
13110091004;7;0;5;9;10;7;37;16;56;23;63;34;536;71;199;269;287;647;18;73;5;8;2380
13110091005;18;3;3;10;8;10;43;8;49;34;72;52;558;63;203;215;283;688;7;55;14;8;2404
13110101001;30;4;6;7;26;10;65;22;88;36;102;53;651;50;166;175;199;518;6;40;7;8;2269
13110101002;53;24;21;33;70;35;99;55;171;74;158;75;746;70;228;219;217;520;4;46;3;13;2934
13110101003;16;5;10;10;47;12;45;15;78;48;108;59;705;54;203;204;303;455;8;63;5;4;2457
13110101004;16;5;9;34;19;27;83;32;138;50;137;66;578;40;114;128;86;181;4;15;2;1;1765
13110101005;39;9;13;32;34;29;91;43;124;70;154;63;794;85;194;243;198;460;8;61;6;8;2758
13110111001;28;7;19;21;42;31;89;33;165;80;182;110;1085;64;229;223;175;331;6;24;0;4;2948
13110111002;10;1;8;16;18;11;53;13;63;36;91;44;586;23;129;127;102;240;4;11;2;0;1588
13110111003;37;16;22;50;61;49;143;68;233;117;197;128;1210;76;220;236;128;336;3;17;0;1;3348
13110111004;45;15;25;54;66;48;139;69;249;101;210;83;970;46;157;163;131;192;4;13;1;3;2784
13110111005;34;9;23;23;37;38;77;67;237;89;180;121;1125;78;174;197;144;213;2;14;0;3;2885
13110111006;13;2;7;12;26;13;49;14;78;35;92;72;623;29;102;124;94;167;3;15;3;1;1574
13110111007;42;2;20;28;19;21;91;37;203;87;158;88;1005;63;140;144;97;116;3;6;1;0;2371
13110121001;19;8;12;7;36;16;37;18;69;38;151;51;723;48;171;161;217;406;5;31;2;5;2231
13110121002;25;15;9;15;42;14;101;17;108;49;105;52;508;34;120;119;69;215;3;12;2;2;1636
13110121003;29;17;23;39;43;42;113;28;147;69;130;74;714;57;143;139;97;217;3;22;2;2;2150
13110121004;56;23;29;53;66;39;118;46;164;47;170;73;868;35;122;97;152;201;2;26;1;3;2391
13110131001;31;10;18;34;50;34;106;40;131;97;152;79;912;65;179;182;150;359;3;21;4;2;2659
13110131002;49;10;21;48;42;32;132;70;212;87;181;108;883;51;173;160;126;253;2;18;0;0;2658
13110131003;34;14;17;32;38;28;97;32;163;86;162;91;928;58;163;158;144;239;5;16;1;2;2508
13110141001;36;4;26;36;53;32;92;52;173;58;117;68;515;28;63;53;34;46;0;4;1;0;1491
13110141002;44;8;32;51;85;44;97;64;271;107;132;64;629;25;33;37;26;54;0;0;0;0;1803
13110141003;52;17;35;64;70;76;144;87;283;103;185;94;792;26;73;66;52;51;1;6;0;1;2278
13110141004;34;21;25;51;54;39;108;69;204;71;113;59;514;19;60;50;33;42;1;3;0;0;1570
13110141005;34;11;29;52;64;49;98;58;217;84;151;74;559;21;44;56;26;35;1;1;1;1;1666
13110141006;37;14;22;43;43;54;108;61;233;85;144;87;558;11;24;33;20;24;0;0;0;0;1601
13110141007;38;12;23;57;80;49;138;60;256;110;189;94;705;36;85;84;52;80;1;2;0;0;2151
13110151001;36;15;33;62;76;60;165;89;354;155;243;143;1024;51;125;118;88;112;2;6;0;1;2958
13110151002;21;22;17;44;59;47;127;59;196;87;125;87;689;44;88;74;67;78;1;1;1;0;1934
13110151003;58;21;31;59;96;64;145;77;362;134;232;124;935;32;101;74;57;100;1;1;1;0;2705
13110151004;43;11;16;46;61;41;107;66;225;85;129;63;570;31;58;87;28;73;0;2;0;1;1743
13110151005;34;10;21;28;55;34;70;35;174;64;99;47;432;9;42;32;27;33;0;2;0;0;1248
13110161001;15;5;7;13;16;13;55;31;86;30;81;59;501;29;101;118;87;168;0;15;0;4;1434
13110161002;19;6;12;10;27;13;55;24;90;51;131;67;838;65;213;187;213;409;10;32;1;2;2475
13110161003;38;7;20;44;47;32;89;46;166;85;148;87;732;63;185;159;164;335;10;30;4;4;2495
13110161004;24;7;20;20;42;20;77;36;120;51;178;79;812;39;182;150;152;277;3;22;0;1;2312
13110161005;18;11;13;9;19;12;60;17;75;36;80;34;406;24;80;75;51;142;2;11;2;2;1179
13110161006;49;10;14;34;45;20;75;29;153;64;113;70;636;33;116;114;118;196;1;21;0;3;1914
13110171001;67;29;43;91;122;86;221;85;296;110;149;106;980;29;91;92;64;75;0;4;0;0;2740
13110171002;17;12;29;30;29;25;105;36;100;64;129;74;697;65;210;220;168;472;2;42;6;8;2540
13110171003;29;7;18;40;37;28;109;33;113;79;162;78;767;47;138;160;124;292;4;31;1;1;2298
13110171004;19;7;10;17;40;23;73;23;90;55;115;61;574;46;138;147;100;232;4;19;4;3;1800
13110171005;17;7;6;7;18;17;39;20;76;47;128;50;570;35;132;149;124;272;1;26;3;3;1747
13110171006;59;15;37;61;64;46;149;51;203;89;170;84;864;37;148;116;74;166;3;14;3;4;2457
13110181001;43;17;30;62;75;46;150;70;252;104;174;102;900;48;116;121;81;153;3;5;0;0;2552
13110181002;55;4;10;19;48;28;76;33;120;40;103;69;614;34;98;112;60;130;2;11;0;1;1667
13110181003;19;4;12;34;37;29;88;33;149;64;132;67;657;33;100;114;65;137;3;6;1;1;1785
13110181004;57;5;10;27;39;32;81;43;117;71;100;58;519;40;100;78;58;114;1;4;0;1;1555
13110191001;60;19;30;60;72;71;162;61;247;70;138;81;750;35;83;93;68;122;0;7;1;1;2231
13110191002;19;11;8;39;52;21;113;38;116;53;131;64;520;36;115;113;98;141;1;9;1;0;1699
13110191003;27;6;13;21;34;14;91;22;98;50;111;86;720;76;194;177;185;412;9;45;3;2;2396
13110191004;94;40;55;99;113;92;216;86;329;138;231;112;1025;33;90;80;55;68;3;3;2;0;2964
13110201001;46;13;17;38;36;21;64;31;116;52;88;39;412;19;64;47;40;60;1;4;2;0;1210
13110201002;65;13;46;76;109;56;161;69;245;96;164;91;635;25;56;48;37;55;2;2;0;0;2051
13110201003;105;28;65;81;86;74;171;69;291;93;166;112;855;29;61;75;46;86;0;2;1;1;2497
13110201004;64;21;29;60;63;47;113;56;184;64;122;68;478;29;32;28;23;20;0;7;0;1;1509
13110201005;58;17;31;55;54;27;91;41;150;46;116;45;431;10;24;27;30;23;0;1;1;1;1279
13110211001;44;10;12;23;39;15;96;21;124;60;123;73;685;59;173;173;154;458;4;42;3;4;2395
13110211002;21;10;15;17;20;16;60;17;88;37;106;75;605;30;130;116;96;288;3;25;2;4;1781
13110211003;49;11;31;40;56;29;137;35;139;70;150;92;809;43;194;236;235;664;13;59;7;9;3108
13110211004;24;2;10;9;17;14;39;12;71;25;67;54;531;48;169;219;264;738;10;82;7;13;2425
13110991999;5;1;6;4;4;2;6;4;32;6;9;12;64;2;4;10;10;28;0;3;0;1;213
13111011001;60;34;53;85;93;59;190;78;274;137;237;120;1189;41;121;161;85;181;1;9;0;0;3208
13111011002;44;22;43;64;76;66;183;80;294;132;181;132;942;30;113;95;63;120;1;5;2;1;2689
13111011003;73;33;37;96;94;97;200;85;313;118;216;109;781;24;67;62;32;59;0;6;0;1;2503
13111021001;91;25;49;102;99;75;201;95;353;132;230;132;1039;39;89;85;61;101;2;6;0;0;3006
13111021002;54;10;27;47;53;46;111;59;186;85;176;86;817;53;134;113;89;148;5;10;0;2;2311
13111021003;85;32;60;92;103;100;198;84;374;161;223;108;759;28;56;58;41;55;0;6;0;2;2625
13111021004;77;15;32;64;93;63;125;76;235;94;124;79;472;19;40;53;21;28;0;4;0;0;1714
13111031001;35;45;29;37;70;30;123;51;206;76;155;115;802;27;72;91;70;116;0;11;0;2;2163
13111031002;44;19;30;47;77;61;170;64;235;89;160;96;757;21;58;60;55;88;1;4;1;0;2137
13111031003;64;25;44;79;92;81;209;71;316;157;255;141;1120;23;112;85;88;131;1;8;0;0;3102
13111041001;52;24;31;52;55;39;157;44;191;77;152;84;773;37;114;86;74;142;1;11;0;0;2196
13111041002;55;26;52;65;75;56;193;68;275;103;232;117;999;43;103;94;72;143;2;15;1;0;2789
13111041003;40;6;11;38;40;38;104;17;129;64;113;47;526;21;88;61;47;81;0;7;0;2;1480
13111051001;45;20;31;52;71;38;122;43;140;56;125;96;761;19;67;48;51;102;0;1;0;2;1890
13111051002;30;6;15;24;33;22;67;29;100;34;68;36;311;19;46;37;35;87;0;10;0;1;1010
13111051003;74;24;46;81;107;74;163;54;264;106;159;57;574;20;43;42;17;34;0;0;1;4;1944
13111051004;86;27;61;91;90;67;220;74;317;119;197;135;1035;29;93;77;70;66;0;9;0;0;2863
13111051005;91;18;39;59;74;64;146;62;240;92;134;87;626;18;46;61;27;49;0;2;0;0;1935
13111061001;194;50;86;159;162;126;207;126;461;164;260;157;1005;34;107;69;33;75;1;3;0;0;3479
13111061002;92;28;48;104;111;99;170;101;319;145;162;115;587;15;58;44;20;42;1;2;0;0;2263
13111061003;59;38;35;72;77;56;120;60;243;79;138;82;549;15;47;32;30;42;0;2;1;0;1777
13111071001;30;6;11;29;48;22;118;52;199;102;219;108;1037;45;140;153;108;285;2;13;2;6;2735
13111071002;16;2;8;20;29;16;46;30;139;49;122;69;730;27;105;100;122;195;0;14;0;3;1842
13111071003;71;19;39;86;103;88;164;110;444;140;246;127;1377;44;111;111;69;99;0;3;0;1;3452
13111071004;31;18;30;49;65;45;122;83;342;136;258;178;1303;48;133;130;70;138;3;3;0;3;3188
13111071005;36;4;9;27;39;38;93;49;190;82;160;98;989;46;123;127;96;180;1;9;0;0;2396
13111081001;94;16;35;45;54;48;129;63;268;98;158;84;772;31;58;64;36;84;0;3;0;0;2140
